"subject","predicate","object","direction","evidence","sentence","article","network"
"RPL30","interacts with","HIST1H1E","right","positive",,,"Pathway Commons"
"RPL30","interacts with","ITPR3","right","positive",,,"Pathway Commons"
"RPL30","interacts with","NOLC1","right","positive",,,"Pathway Commons"
"RPL30","interacts with","PIAS1","right","positive",,,"Pathway Commons"
"RPL30","interacts with","S100A6","right","positive",,,"Pathway Commons"
"RPL30","interacts with","SRRM2","right","positive",,,"Pathway Commons"
"RPL30","interacts with","TPM1","right","positive",,,"Pathway Commons"
"RPL30","interacts with","TUBA4A","right","positive",,,"Pathway Commons"
"RPL27A","interacts with","FLNB","right","positive",,,"Pathway Commons"
"RPL27A","interacts with","HNRNPH1","right","positive",,,"Pathway Commons"
"RPL27A","interacts with","ITPR3","right","positive",,,"Pathway Commons"
"RPL27A","interacts with","S100A6","right","positive",,,"Pathway Commons"
"RPL27A","interacts with","TPM1","right","positive",,,"Pathway Commons"
"RPL27A","interacts with","TNRC6B","right","positive",,,"Pathway Commons"
"RPL27A","interacts with","TNRC6A","right","positive",,,"Pathway Commons"
"RPL27A","interacts with","TUBA4A","right","positive",,,"Pathway Commons"
"RASSF1","interacts with","HRAS","right","positive",,,"Pathway Commons"
"QTRTD1","interacts with","PPBP","right","positive",,,"Pathway Commons"
"QTRTD1","interacts with","FN1","right","positive",,,"Pathway Commons"
"QTRTD1","interacts with","ITGA2","right","positive",,,"Pathway Commons"
"QTRTD1","interacts with","PNMA2","right","positive",,,"Pathway Commons"
"QTRTD1","interacts with","CDCP1","right","positive",,,"Pathway Commons"
"RPL3","interacts with","FLNB","right","positive",,,"Pathway Commons"
"RPL3","interacts with","HNRNPH1","right","positive",,,"Pathway Commons"
"RPL3","interacts with","ITPR3","right","positive",,,"Pathway Commons"
"RPL3","interacts with","NOLC1","right","positive",,,"Pathway Commons"
"RPL3","interacts with","NDRG1","right","positive",,,"Pathway Commons"
"RPL3","interacts with","S100A6","right","positive",,,"Pathway Commons"
"RPL3","interacts with","SMURF2","right","positive",,,"Pathway Commons"
"RPL3","interacts with","SRRM2","right","positive",,,"Pathway Commons"
"RPL3","interacts with","TPM1","right","positive",,,"Pathway Commons"
"RPL3","interacts with","TUBA4A","right","positive",,,"Pathway Commons"
"RELN","in same component","LRP8","right","positive",,,"Pathway Commons"
"RELN","interacts with","LRP8","right","positive",,,"Pathway Commons"
"RELN","reacts with","LRP8","right","positive",,,"Pathway Commons"
"RPL14","interacts with","HNRNPH1","right","positive",,,"Pathway Commons"
"RPL14","interacts with","HIST1H1E","right","positive",,,"Pathway Commons"
"RPL14","interacts with","NOLC1","right","positive",,,"Pathway Commons"
"RPL14","interacts with","PHLDA1","right","positive",,,"Pathway Commons"
"RPL14","interacts with","SRRM2","right","positive",,,"Pathway Commons"
"RPL14","interacts with","TUBA4A","right","positive",,,"Pathway Commons"
"ARHGAP32","interacts with","HNRNPH1","right","positive",,,"Pathway Commons"
"ARHGAP32","interacts with","NOLC1","right","positive",,,"Pathway Commons"
"ARHGAP32","interacts with","SFN","right","positive",,,"Pathway Commons"
"ARHGAP32","interacts with","TUBA4A","right","positive",,,"Pathway Commons"
"PTPN18","interacts with","FAM83A","right","positive",,,"Pathway Commons"
"PTPN18","interacts with","KIAA0528","right","positive",,,"Pathway Commons"
"PTPN18","interacts with","CSNK1E","right","positive",,,"Pathway Commons"
"PTPN18","interacts with","CSNK1D","right","positive",,,"Pathway Commons"
"PTPN18","interacts with","SRRM2","right","positive",,,"Pathway Commons"
"PTPN18","interacts with","LYN","right","positive",,,"Pathway Commons"
"RASGRF2","state change","HRAS","right","positive",,,"Pathway Commons"
"REEP3","interacts with","SFN","right","positive",,,"Pathway Commons"
"SERPINA1","interacts with","SERPINB5","right","positive",,,"Pathway Commons"
"RAB11FIP5","interacts with","HNRNPH1","right","positive",,,"Pathway Commons"
"RAB11FIP5","interacts with","NOLC1","right","positive",,,"Pathway Commons"
"RAB11FIP5","interacts with","SMURF2","right","positive",,,"Pathway Commons"
"RAB11FIP5","interacts with","SRRM2","right","positive",,,"Pathway Commons"
"RAB11FIP5","interacts with","TUBA4A","right","positive",,,"Pathway Commons"
"RALGPS2","interacts with","SFN","right","positive",,,"Pathway Commons"
"RALY","interacts with","PIK3CD","right","positive",,,"Pathway Commons"
"RPL28","interacts with","HNRNPH1","right","positive",,,"Pathway Commons"
"RPL28","interacts with","NOLC1","right","positive",,,"Pathway Commons"
"RPL28","interacts with","SRRM2","right","positive",,,"Pathway Commons"
"RPL28","interacts with","TOP1","right","positive",,,"Pathway Commons"
"RPL28","interacts with","TUBA4A","right","positive",,,"Pathway Commons"
"RNPC3","interacts with","PRNP","right","positive",,,"Pathway Commons"
"HNRNPA1L2","interacts with","HNRNPH1","right","positive",,,"Pathway Commons"
"HNRNPA1L2","interacts with","SKP2","right","positive",,,"Pathway Commons"
"HNRNPA1L2","interacts with","SERPINB5","right","positive",,,"Pathway Commons"
"AOX1","interacts with","ABCA1","right","positive",,,"Pathway Commons"
"RGPD4","interacts with","PTHLH","right","positive",,,"Pathway Commons"
"RB1CC1","interacts with","TSC22D1","right","positive",,,"Pathway Commons"
"RBM14","interacts with","HNRNPH1","right","positive",,,"Pathway Commons"
"RBM14","interacts with","HIST1H1E","right","positive",,,"Pathway Commons"
"RBM14","interacts with","MFAP2","right","positive",,,"Pathway Commons"
"RPL19","interacts with","HNRNPH1","right","positive",,,"Pathway Commons"
"RPL19","interacts with","HIST1H1E","right","positive",,,"Pathway Commons"
"RPL19","interacts with","NOLC1","right","positive",,,"Pathway Commons"
"RPL19","interacts with","SRRM2","right","positive",,,"Pathway Commons"
"RPL19","interacts with","TUBA4A","right","positive",,,"Pathway Commons"
"HNRNPA0","in same component","HNRNPH1","right","positive",,,"Pathway Commons"
"HNRNPA0","interacts with","HNRNPH1","right","positive",,,"Pathway Commons"
"HNRNPA0","interacts with","HIST1H1E","right","positive",,,"Pathway Commons"
"HNRNPA0","interacts with","NOLC1","right","positive",,,"Pathway Commons"
"HNRNPA0","interacts with","SRRM2","right","positive",,,"Pathway Commons"
"HNRNPA0","interacts with","TOP1","right","positive",,,"Pathway Commons"
"HNRNPA0","interacts with","TUBA4A","right","positive",,,"Pathway Commons"
"HNRNPA0","interacts with","MFAP2","right","positive",,,"Pathway Commons"
"HNRNPA0","reacts with","HNRNPH1","right","positive",,,"Pathway Commons"
"ADAM12","in same component","SDC4","right","positive",,,"Pathway Commons"
"ADAM12","interacts with","SH3D19","right","positive",,,"Pathway Commons"
"ADAM12","reacts with","SDC4","right","positive",,,"Pathway Commons"
"ADAM12","state change","DLL1","right","positive",,,"Pathway Commons"
"RALBP1","interacts with","CCL20","right","positive",,,"Pathway Commons"
"RPL26","interacts with","FLNB","right","positive",,,"Pathway Commons"
"RPL26","interacts with","HNRNPH1","right","positive",,,"Pathway Commons"
"RPL26","interacts with","ITPR3","right","positive",,,"Pathway Commons"
"RPL26","interacts with","NOLC1","right","positive",,,"Pathway Commons"
"RPL26","interacts with","PIAS1","right","positive",,,"Pathway Commons"
"RPL26","interacts with","S100A6","right","positive",,,"Pathway Commons"
"RPL26","interacts with","SRRM2","right","positive",,,"Pathway Commons"
"RPL26","interacts with","TPM1","right","positive",,,"Pathway Commons"
"RPL26","interacts with","TUBA4A","right","positive",,,"Pathway Commons"
"RBP2","interacts with","LRAT","right","positive",,,"Pathway Commons"
"RFC5","interacts with","TSC22D1","right","positive",,,"Pathway Commons"
"RFC5","interacts with","TOP1","right","positive",,,"Pathway Commons"
"RFC5","interacts with","TUBA4A","right","positive",,,"Pathway Commons"
"RIPK3","interacts with","HNRNPH1","right","positive",,,"Pathway Commons"
"RIPK3","interacts with","TPM1","right","positive",,,"Pathway Commons"
"RPL29","interacts with","PIAS1","right","positive",,,"Pathway Commons"
"CAD","interacts with","FAM83A","right","positive",,,"Pathway Commons"
"CAD","interacts with","HIST1H1E","right","positive",,,"Pathway Commons"
"CAD","interacts with","KIAA0528","right","positive",,,"Pathway Commons"
"CAD","interacts with","KIAA0802","right","positive",,,"Pathway Commons"
"CAD","interacts with","KLF5","right","positive",,,"Pathway Commons"
"CAD","interacts with","CSNK1E","right","positive",,,"Pathway Commons"
"CAD","interacts with","CSNK1D","right","positive",,,"Pathway Commons"
"CAD","interacts with","SMURF2","right","positive",,,"Pathway Commons"
"CAD","interacts with","SRRM2","right","positive",,,"Pathway Commons"
"CAD","interacts with","TIA1","right","positive",,,"Pathway Commons"
"CAD","interacts with","LYN","right","positive",,,"Pathway Commons"
"ACTC1","interacts with","FLNB","right","positive",,,"Pathway Commons"
"ACTC1","interacts with","HNRNPH1","right","positive",,,"Pathway Commons"
"ACTC1","interacts with","ITPR3","right","positive",,,"Pathway Commons"
"ACTC1","interacts with","NOLC1","right","positive",,,"Pathway Commons"
"ACTC1","interacts with","S100A6","right","positive",,,"Pathway Commons"
"ACTC1","interacts with","SRRM2","right","positive",,,"Pathway Commons"
"ACTC1","interacts with","TPM1","right","positive",,,"Pathway Commons"
"ACTC1","interacts with","TUBA4A","right","positive",,,"Pathway Commons"
"RASA1","interacts with","HRAS","right","positive",,,"Pathway Commons"
"RASA1","state change","HRAS","right","positive",,,"Pathway Commons"
"RASA1","state change","LYN","right","positive",,,"Pathway Commons"
"REG3A","interacts with","FN1","right","positive",,,"Pathway Commons"
"rpL23","interacts with","FLNB","right","positive",,,"Pathway Commons"
"RPL23","interacts with","FLNB","right","positive",,,"Pathway Commons"
"rpL23","interacts with","HNRNPH1","right","positive",,,"Pathway Commons"
"RPL23","interacts with","HNRNPH1","right","positive",,,"Pathway Commons"
"rpL23","interacts with","HIST1H1E","right","positive",,,"Pathway Commons"
"RPL23","interacts with","HIST1H1E","right","positive",,,"Pathway Commons"
"rpL23","interacts with","ITPR3","right","positive",,,"Pathway Commons"
"RPL23","interacts with","ITPR3","right","positive",,,"Pathway Commons"
"rpL23","interacts with","KIAA0802","right","positive",,,"Pathway Commons"
"RPL23","interacts with","KIAA0802","right","positive",,,"Pathway Commons"
"rpL23","interacts with","PIAS1","right","positive",,,"Pathway Commons"
"RPL23","interacts with","PIAS1","right","positive",,,"Pathway Commons"
"rpL23","interacts with","S100A6","right","positive",,,"Pathway Commons"
"RPL23","interacts with","S100A6","right","positive",,,"Pathway Commons"
"rpL23","interacts with","TPM1","right","positive",,,"Pathway Commons"
"RPL23","interacts with","TPM1","right","positive",,,"Pathway Commons"
"rpL23","interacts with","TNRC6B","right","positive",,,"Pathway Commons"
"RPL23","interacts with","TNRC6B","right","positive",,,"Pathway Commons"
"rpL23","interacts with","TNRC6A","right","positive",,,"Pathway Commons"
"RPL23","interacts with","TNRC6A","right","positive",,,"Pathway Commons"
"rpL23","interacts with","TUBA4A","right","positive",,,"Pathway Commons"
"RPL23","interacts with","TUBA4A","right","positive",,,"Pathway Commons"
"RPA1","interacts with","HNRNPH1","right","positive",,,"Pathway Commons"
"RPA1","interacts with","HIST1H1E","right","positive",,,"Pathway Commons"
"RPA1","interacts with","NOLC1","right","positive",,,"Pathway Commons"
"RPA1","interacts with","SRRM2","right","positive",,,"Pathway Commons"
"RPA1","interacts with","TOP1","right","positive",,,"Pathway Commons"
"RPA1","interacts with","TUBA4A","right","positive",,,"Pathway Commons"
"RPA1","interacts with","MFAP2","right","positive",,,"Pathway Commons"
"PVRL3","in same component","PVR","right","positive",,,"Pathway Commons"
"PVRL3","interacts with","PVR","right","positive",,,"Pathway Commons"
"PVRL3","reacts with","PVR","right","positive",,,"Pathway Commons"
"RPL21","interacts with","FLNB","right","positive",,,"Pathway Commons"
"RPL21","interacts with","HNRNPH1","right","positive",,,"Pathway Commons"
"RPL21","interacts with","HIST1H1E","right","positive",,,"Pathway Commons"
"RPL21","interacts with","ITPR3","right","positive",,,"Pathway Commons"
"RPL21","interacts with","NOLC1","right","positive",,,"Pathway Commons"
"RPL21","interacts with","PIAS1","right","positive",,,"Pathway Commons"
"RPL21","interacts with","S100A6","right","positive",,,"Pathway Commons"
"RPL21","interacts with","SRRM2","right","positive",,,"Pathway Commons"
"RPL21","interacts with","TPM1","right","positive",,,"Pathway Commons"
"RPL21","interacts with","TOP1","right","positive",,,"Pathway Commons"
"RPL21","interacts with","TUBA4A","right","positive",,,"Pathway Commons"
"PTPN14","interacts with","TOP1","right","positive",,,"Pathway Commons"
"PTPN14","interacts with","TUBA4A","right","positive",,,"Pathway Commons"
"RCN1","interacts with","DDX17","right","positive",,,"Pathway Commons"
"RCN1","interacts with","HNRNPH1","right","positive",,,"Pathway Commons"
"RCN1","interacts with","TOR1AIP1","right","positive",,,"Pathway Commons"
"RCN1","interacts with","TPM1","right","positive",,,"Pathway Commons"
"RCN1","interacts with","CALU","right","positive",,,"Pathway Commons"
"RPL8","interacts with","PIAS1","right","positive",,,"Pathway Commons"
"RPL8","interacts with","TNRC6B","right","positive",,,"Pathway Commons"
"RPL8","interacts with","TNRC6A","right","positive",,,"Pathway Commons"
"RPL8","interacts with","TOP1","right","positive",,,"Pathway Commons"
"PTPN2","interacts with","SFN","right","positive",,,"Pathway Commons"
"RPL6","interacts with","HNRNPH1","right","positive",,,"Pathway Commons"
"RPL6","interacts with","HIST1H1E","right","positive",,,"Pathway Commons"
"RPL6","interacts with","PIAS1","right","positive",,,"Pathway Commons"
"RFX1","interacts with","NFIB","right","positive",,,"Pathway Commons"
"ARHGAP5","interacts with","SMURF2","right","positive",,,"Pathway Commons"
"RHOXF2","interacts with","FAM46B","right","positive",,,"Pathway Commons"
"PC","interacts with","HNRNPH1","right","positive",,,"Pathway Commons"
"PC","interacts with","HIST1H1E","right","positive",,,"Pathway Commons"
"PC","interacts with","KIAA0802","right","positive",,,"Pathway Commons"
"RACGAP1","interacts with","FLNB","right","positive",,,"Pathway Commons"
"RACGAP1","interacts with","HNRNPH1","right","positive",,,"Pathway Commons"
"RACGAP1","interacts with","ITPR3","right","positive",,,"Pathway Commons"
"RACGAP1","interacts with","S100A6","right","positive",,,"Pathway Commons"
"RACGAP1","interacts with","SH3D19","right","positive",,,"Pathway Commons"
"RACGAP1","interacts with","SFN","right","positive",,,"Pathway Commons"
"RACGAP1","interacts with","TPM1","right","positive",,,"Pathway Commons"
"RACGAP1","interacts with","TUBA4A","right","positive",,,"Pathway Commons"
"RASSF5","interacts with","HRAS","right","positive",,,"Pathway Commons"
"RASSF5","interacts with","MAP1LC3B","right","positive",,,"Pathway Commons"
"RBM8A","in same component","HNRNPH1","right","positive",,,"Pathway Commons"
"RBM8A","reacts with","HNRNPH1","right","positive",,,"Pathway Commons"
"PTRH1","interacts with","PRNP","right","positive",,,"Pathway Commons"
"RNF7","interacts with","SOCS1","right","positive",,,"Pathway Commons"
"RFX7","interacts with","FN1","right","positive",,,"Pathway Commons"
"RFX7","interacts with","PNMA2","right","positive",,,"Pathway Commons"
"RB1","in same component","SKP2","right","positive",,,"Pathway Commons"
"RB1","interacts with","HIST1H1E","right","positive",,,"Pathway Commons"
"RB1","interacts with","SERPINB2","right","positive",,,"Pathway Commons"
"RB1","interacts with","SKP2","right","positive",,,"Pathway Commons"
"RB1","interacts with","MCL1","right","positive",,,"Pathway Commons"
"RB1","interacts with","CCNA1","right","positive",,,"Pathway Commons"
