"","subject","predicate","object","direction","evidence","sentence","article","network"
"23426","SF3A2","interacts with","MFAP2","right","positive","","","Pathway Commons"
"28228","TUBA4A","interacts with","FLNA","right","positive","","","Pathway Commons"
"7962","DSG1","interacts with","HIST1H1E","right","positive","","","Pathway Commons"
"14150","KIAA0802","interacts with","KRT16","right","positive","","","Pathway Commons"
"25701","SRRM2","interacts with","CLINT1","right","positive","","","Pathway Commons"
"35845","MARCKS","interacts with","HIST1H1E","right","positive","","","Pathway Commons"
"8697","DUSP1","state change","DOK1","right","positive","","","Pathway Commons"
"38749","NKCC1","expressed in","CALU","right","positive","Down-regulation of PKCdelta prevents activation of NKCC1 expressed in Calu-3 cells. ","PubMed:18550547","Medline Abstracts"
"12903","KIAA0528","interacts with","PDE4A","right","positive","","","Pathway Commons"
"25198","SKI","interacts with","KLF5","right","positive","","","Pathway Commons"
"6182","HK2","interacts with","NDUFV2","right","positive","","","Pathway Commons"
"18396","YWHAG","interacts with","PIAS1","right","positive","","","Pathway Commons"
"34322","MIS12","interacts with","DDX17","right","positive","","","Pathway Commons"
"1003","CEP27","functional_interaction","TUBA4A","right","positive","","","Functional Interaction"
"15911","CSNK1D","interacts with","CDK2","right","positive","","","Pathway Commons"
"7612","DCAF7","interacts with","PNMA2","right","positive","","","Pathway Commons"
"28296","TUBA4A","interacts with","HSPB1","right","positive","","","Pathway Commons"
"24139","NLGN1","interacts with","TPM1","right","positive","","","Pathway Commons"
"9188","PTK2","interacts with","CDCP1","right","positive","","","Pathway Commons"
"7288","DDX17","interacts with","HNRNPL","right","positive","","","Pathway Commons"
"18644","PAK4","interacts with","FAM83A","right","positive","","","Pathway Commons"
"11160","HERC2","interacts with","MAP7D1","right","positive","","","Pathway Commons"
"24789","SERTAD4","interacts with","HNRNPH1","right","positive","","","Pathway Commons"
"29241","PLXNA2","interacts with","KIF2A","right","positive","","","Pathway Commons"
"6576","HNRNPH1","interacts with","GLRX3","right","positive","","","Pathway Commons"
"18455","PLA2G4F","interacts with","FN1","right","positive","","","Pathway Commons"
"20806","MAPRE2","interacts with","PLXNA2","right","positive","","","Pathway Commons"
"38802","LPS","induced","CXCL1","right","positive","Furthermore, LPS induced CXCL1/KC and IL-1alpha production within 4 h in corneas of untreated Mafia mice, which is before cellular infiltration; however, cytokine production was impaired after AP20187 treatment. ","PubMed:19234168","Medline Abstracts"
"22742","SCYL2","interacts with","SRRM2","right","positive","","","Pathway Commons"
"36454","MATR3","interacts with","S100A6","right","positive","","","Pathway Commons"
"2455","FGFR2","functional_interaction","SOS2","right","positive","","","Functional Interaction"
"6769","HNRNPH1","interacts with","RPL5","right","positive","","","Pathway Commons"
"31613","RPS21","interacts with","HK2","right","positive","","","Pathway Commons"
"25365","SR140","interacts with","MED25","right","positive","","","Pathway Commons"
"37641","CAT","interacts with","HK2","right","positive","","","Pathway Commons"
"29237","PLXNA2","interacts with","CKMT1","right","positive","","","Pathway Commons"
"12828","KRT5","interacts with","EPHA2","right","positive","","","Pathway Commons"
"21719","RPL4","interacts with","SMURF2","right","positive","","","Pathway Commons"
"20596","MFGE8","interacts with","HK2","right","positive","","","Pathway Commons"
"30801","FIGF","in same component","ITGA2","right","positive","","","Pathway Commons"
"13501","HSP90AA1","reacts with","CSNK1E","right","positive","","","Pathway Commons"
"11346","GP6","in same component","LYN","right","positive","","","Pathway Commons"
"14352","IGF2BP1","interacts with","SRRM2","right","positive","","","Pathway Commons"
"15093","CSNK1E","interacts with","AP2A1","right","positive","","","Pathway Commons"
"22696","SCN5A","interacts with","ITGA2","right","positive","","","Pathway Commons"
"636","CASP1","functional_interaction","EIF4G3","right","positive","","","Functional Interaction"
"37352","CASP1","metabolic catalysis","IL1B","right","positive","","","Pathway Commons"
"36121","ATP6V1H","interacts with","TPM1","right","positive","","","Pathway Commons"
"23450","POLR2A","interacts with","MED25","right","positive","","","Pathway Commons"
"33993","STX1A","interacts with","PLEC","right","positive","","","Pathway Commons"
"32077","AZI2","interacts with","FAM83A","right","positive","","","Pathway Commons"
"5619","HIP1R","interacts with","CSNK1E","right","positive","","","Pathway Commons"
"16413","NUMA1","interacts with","MED25","right","positive","","","Pathway Commons"
"6153","HK2","interacts with","MDH2","right","positive","","","Pathway Commons"
"2321","ETS1","functional_interaction","PTHLH","right","positive","","","Functional Interaction"
"29390","PLXNA2","interacts with","YWHAZ","right","positive","","","Pathway Commons"
"33500","SMURF2","interacts with","PTEN","right","positive","","","Pathway Commons"
"14016","IRF1","metabolic catalysis","SOCS1","right","positive","","","Pathway Commons"
"9799","FLNB","interacts with","BAT1","right","positive","","","Pathway Commons"
"27063","TPM1","interacts with","RUVBL2","right","positive","","","Pathway Commons"
"4794","SHC1","functional_interaction","SPRY4","right","positive","","","Functional Interaction"
"20681","YWHAE","reacts with","TUBA4A","right","positive","","","Pathway Commons"
"38138","FOS","found in","NP","right","positive","Few differences were found in patterns or numbers of activated neurons (Fos-immunoreactive) in the NTS or VLM after HEM or NP treatment; only in the NTS at the level of the area postrema were significantly higher numbers of neurons that expressed Fos found in NP rats. ","PubMed:8750865","Medline Abstracts"
"28009","CCT5","interacts with","HNRNPH1","right","positive","","","Pathway Commons"
"10326","FGFR1OP","in same component","CSNK1D","right","positive","","","Pathway Commons"
"12202","HNRNPU","reacts with","HNRNPH1","right","positive","","","Pathway Commons"
"28478","TUBA4A","interacts with","AP2B1","right","positive","","","Pathway Commons"
"38639","SKP2","stabilizes","P27","right","positive","The degradation of Skp2 stabilizes p27, thereby ensuring TGF-beta-induced cell cycle arrest. ","PubMed:17283060","Medline Abstracts"
"18548","PABPC3","interacts with","HNRNPH1","right","positive","","","Pathway Commons"
"14704","LIPC","state change","LDLR","right","positive","","","Pathway Commons"
"20555","MDH1","interacts with","CCT3","right","positive","","","Pathway Commons"
"4438","PIAS1","functional_interaction","SMAD7","right","positive","","","Functional Interaction"
"18463","PLA2G4A","interacts with","CASP1","right","positive","","","Pathway Commons"
"35182","TPM1","interacts with","ATP1A1","right","positive","","","Pathway Commons"
"26768","TIAM1","in same component","EPHA2","right","positive","","","Pathway Commons"
"7895","CFL1","interacts with","MDH1","right","positive","","","Pathway Commons"
"35881","MAPK8","interacts with","JUNB","right","positive","","","Pathway Commons"
"13706","KRT1","interacts with","KIAA0802","right","positive","","","Pathway Commons"
"32480","DNAJC6","interacts with","CACNA2D3","right","positive","","","Pathway Commons"
"37418","CDK7","interacts with","SRRM2","right","positive","","","Pathway Commons"
"35410","LYN","interacts with","CSNK2A1","right","positive","","","Pathway Commons"
"24352","STX1A","interacts with","SNAP25","right","positive","","","Pathway Commons"
"18198","CSNK1E","interacts with","VPS33A","right","positive","","","Pathway Commons"
"6369","HK2","interacts with","SERPINH1","right","positive","","","Pathway Commons"
"12557","EHD3","interacts with","CSNK1E","right","positive","","","Pathway Commons"
"9132","FAM83G","interacts with","KLF5","right","positive","","","Pathway Commons"
"36834","CEP78","in same component","TUBA4A","right","positive","","","Pathway Commons"
"11101","HIST1H1A","interacts with","SRRM2","right","positive","","","Pathway Commons"
"37424","CANX","interacts with","NDRG1","right","positive","","","Pathway Commons"
"17562","ITPR1","interacts with","GLTP","right","positive","","","Pathway Commons"
"11108","HIST1H2BC","interacts with","HIST1H1E","right","positive","","","Pathway Commons"
"22534","ADRB2","state change","ARF6","right","positive","","","Pathway Commons"
"18127","CSNK1E","interacts with","NAPG","right","positive","","","Pathway Commons"
"27249","TNRC6B","interacts with","CDIPT","right","positive","","","Pathway Commons"
"33994","STX1A","interacts with","PIK3CA","right","positive","","","Pathway Commons"
"24386","STX1A","reacts with","STX1A","right","positive","","","Pathway Commons"
"36077","ATP6V1C1","interacts with","CSNK1E","right","positive","","","Pathway Commons"
"19844","PECI","interacts with","MAP7D1","right","positive","","","Pathway Commons"
"9293","FN1","interacts with","PCDH1","right","positive","","","Pathway Commons"
"31164","PTPRE","interacts with","MTHFD1L","right","positive","","","Pathway Commons"
"15517","TMPO","interacts with","SRRM2","right","positive","","","Pathway Commons"
"15082","CSNK1E","interacts with","ADK","right","positive","","","Pathway Commons"
"16445","EMG1","interacts with","PIAS1","right","positive","","","Pathway Commons"
"38575","FGF10","receptor","FGFR2","right","positive","In order to define the role of fibroblast growth factor (FGF) signaling in this process we investigated whether Fgf10 or the major Fgf10 receptor Fgfr2-IIIb are required for normal heart development. ","PubMed:16687131","Medline Abstracts"
"29845","PRNP","interacts with","GRIA2","right","positive","","","Pathway Commons"
"15450","NCBP2","interacts with","HNRNPH1","right","positive","","","Pathway Commons"
"6084","HK2","interacts with","HADHA","right","positive","","","Pathway Commons"
"31202","RIMS1","interacts with","TPM1","right","positive","","","Pathway Commons"
"24153","NT5DC2","interacts with","HNRNPH1","right","positive","","","Pathway Commons"
"31587","RPL10A","interacts with","DNAJC6","right","positive","","","Pathway Commons"
"27586","TOP1","interacts with","NCOA6","right","positive","","","Pathway Commons"
"20665","MARCKS","interacts with","PTPRE","right","positive","","","Pathway Commons"
"9827","FLNB","interacts with","CBR1","right","positive","","","Pathway Commons"
"17110","NOLC1","interacts with","ARHGAP21","right","positive","","","Pathway Commons"
"1773","CXCL3","functional_interaction","GNB2","right","positive","","","Functional Interaction"
"7347","DDX17","interacts with","SFRS3","right","positive","","","Pathway Commons"
"2950","GNGT2","functional_interaction","PPBP","right","positive","","","Functional Interaction"
"32202","BCL6","interacts with","UTP6","right","positive","","","Pathway Commons"
"18861","LIN7C","interacts with","TUBA4A","right","positive","","","Pathway Commons"
"35663","LYN","interacts with","ARAF","right","positive","","","Pathway Commons"
"8585","EEF1G","interacts with","HNRNPH1","right","positive","","","Pathway Commons"
"30841","PLAUR","in same component","ITGAM","right","positive","","","Pathway Commons"
"15615","ERBB2IP","interacts with","HRAS","right","positive","","","Pathway Commons"
"23392","RRP1B","interacts with","FN1","right","positive","","","Pathway Commons"
"28318","TUBA4A","interacts with","KPNB1","right","positive","","","Pathway Commons"
"26082","SRRM2","interacts with","SAG","right","positive","","","Pathway Commons"
"37842","ABL1","phosphorylates","LYN","right","positive","For this reason, we examined whether IKAROS can play a similar role in PhALL, where BCR-ABL1 phosphorylates LYN, CBL and other molecules of the SRC kinase pathway (;;), but not SYK and the tumor suppressor SLP65 (and). ","PubMed:19620627,DOI:10.1084/jem.20090004,Other:20090004,PubMed Central:2722172","Pubmed Open-Access Full Texts"
"1932","DUSP1","functional_interaction","MAPK10","right","positive","","","Functional Interaction"
"4177","MMP3","functional_interaction","TIMP1","right","positive","","","Functional Interaction"
"24058","GRIN1","interacts with","CSNK1E","right","positive","","","Pathway Commons"
"2562","FN1","functional_interaction","HSPG2","right","positive","","","Functional Interaction"
